model	objective	reaction	status	value
./e_coli_core.xml	obj	R_ACALD	optimal	0.8739215069684302
./e_coli_core.xml	obj	R_ACALDt	optimal	0.8739215069684284
./e_coli_core.xml	obj	R_ACKr	optimal	0.8739215069684284
./e_coli_core.xml	obj	R_ACONTa	optimal	-4.581135940079597e-15
./e_coli_core.xml	obj	R_ACONTb	optimal	-4.581135940079597e-15
./e_coli_core.xml	obj	R_ACt2r	optimal	0.8739215069684281
./e_coli_core.xml	obj	R_ADK1	optimal	0.8739215069684281
./e_coli_core.xml	obj	R_AKGDH	optimal	0.8583074080226866
./e_coli_core.xml	obj	R_AKGt2r	optimal	0.8739215069684302
./e_coli_core.xml	obj	R_ALCD2x	optimal	0.8739215069684284
./e_coli_core.xml	obj	R_ATPM	optimal	0.9166474637510464
./e_coli_core.xml	obj	R_ATPS4r	optimal	0.3742298749331099
./e_coli_core.xml	obj	R_BIOMASS_Ecoli_core_w_GAM	optimal	0.0
./e_coli_core.xml	obj	R_CO2t	optimal	0.4616696141601321
./e_coli_core.xml	obj	R_CS	optimal	0.0
./e_coli_core.xml	obj	R_CYTBD	optimal	0.2116629497353117
./e_coli_core.xml	obj	R_D_LACt2	optimal	0.8739215069684344
./e_coli_core.xml	obj	R_ENO	optimal	5.684930544775819e-16
./e_coli_core.xml	obj	R_ETOHt2r	optimal	0.8739215069684305
./e_coli_core.xml	obj	R_EX_ac_e	optimal	0.8739215069684315
./e_coli_core.xml	obj	R_EX_acald_e	optimal	0.8739215069684315
./e_coli_core.xml	obj	R_EX_akg_e	optimal	0.8739215069684315
./e_coli_core.xml	obj	R_EX_co2_e	optimal	0.4616696141601342
./e_coli_core.xml	obj	R_EX_etoh_e	optimal	0.8739215069684306
./e_coli_core.xml	obj	R_EX_for_e	optimal	0.8739215069684306
./e_coli_core.xml	obj	R_EX_fru_e	optimal	0.8739215069684306
./e_coli_core.xml	obj	R_EX_fum_e	optimal	0.8739215069684306
./e_coli_core.xml	obj	R_EX_glc__D_e	infeasible	NaN
./e_coli_core.xml	obj	R_EX_gln__L_e	optimal	0.8739215069684306
./e_coli_core.xml	obj	R_EX_glu__L_e	optimal	0.8739215069684306
./e_coli_core.xml	obj	R_EX_h2o_e	optimal	0.38351544929678116
./e_coli_core.xml	obj	R_EX_h_e	optimal	-1.0026011551226055e-15
./e_coli_core.xml	obj	R_EX_lac__D_e	optimal	0.8739215069684317
./e_coli_core.xml	obj	R_EX_mal__L_e	optimal	0.8739215069684317
./e_coli_core.xml	obj	R_EX_nh4_e	optimal	-2.9496620570602635e-16
./e_coli_core.xml	obj	R_EX_o2_e	optimal	0.21166294973531238
./e_coli_core.xml	obj	R_EX_pi_e	optimal	2.054510115581819e-15
./e_coli_core.xml	obj	R_EX_pyr_e	optimal	0.8739215069684335
./e_coli_core.xml	obj	R_EX_succ_e	optimal	0.8739215069684335
./e_coli_core.xml	obj	R_FBA	optimal	0.7040369478590333
./e_coli_core.xml	obj	R_FBP	optimal	0.873921506968435
./e_coli_core.xml	obj	R_FORt	optimal	0.873921506968435
./e_coli_core.xml	obj	R_FORt2	optimal	0.873921506968435
./e_coli_core.xml	obj	R_FRD7	optimal	0.873921506968435
./e_coli_core.xml	obj	R_FRUpts2	optimal	0.873921506968435
./e_coli_core.xml	obj	R_FUM	optimal	0.81429750753253
./e_coli_core.xml	obj	R_FUMt2_2	optimal	0.8739215069684305
./e_coli_core.xml	obj	R_G6PDH2r	optimal	0.8638133095039997
./e_coli_core.xml	obj	R_GAPD	optimal	-5.007549237857418e-16
./e_coli_core.xml	obj	R_GLCpts	infeasible	NaN
./e_coli_core.xml	obj	R_GLNS	optimal	3.6871003362789205e-31
./e_coli_core.xml	obj	R_GLNabc	optimal	0.8739215069684296
./e_coli_core.xml	obj	R_GLUDy	optimal	0.8513885233462073
./e_coli_core.xml	obj	R_GLUN	optimal	0.8739215069684287
./e_coli_core.xml	obj	R_GLUSy	optimal	0.8739215069684287
./e_coli_core.xml	obj	R_GLUt2r	optimal	0.8739215069684287
./e_coli_core.xml	obj	R_GND	optimal	0.8638133095040026
./e_coli_core.xml	obj	R_H2Ot	optimal	0.3835154492967832
./e_coli_core.xml	obj	R_ICDHyr	optimal	-7.210435548415368e-16
./e_coli_core.xml	obj	R_ICL	optimal	0.8739215069684302
./e_coli_core.xml	obj	R_LDH_D	optimal	0.8739215069684302
./e_coli_core.xml	obj	R_MALS	optimal	0.8739215069684302
./e_coli_core.xml	obj	R_MALt2_2	optimal	0.8739215069684302
./e_coli_core.xml	obj	R_MDH	optimal	0.8258192905969864
./e_coli_core.xml	obj	R_ME1	optimal	0.8739215069684326
./e_coli_core.xml	obj	R_ME2	optimal	0.8739215069684326
./e_coli_core.xml	obj	R_NADH16	optimal	0.2116629497353086
./e_coli_core.xml	obj	R_NADTRHD	optimal	0.8739215069684362
./e_coli_core.xml	obj	R_NH4t	optimal	-6.4729997471090535e-18
./e_coli_core.xml	obj	R_O2t	optimal	0.21166294973531075
./e_coli_core.xml	obj	R_PDH	optimal	0.7966959254309524
./e_coli_core.xml	obj	R_PFK	optimal	0.7040369478590242
./e_coli_core.xml	obj	R_PFL	optimal	0.8739215069684314
./e_coli_core.xml	obj	R_PGI	optimal	0.8631595522084186
./e_coli_core.xml	obj	R_PGK	optimal	-3.649483494175144e-16
./e_coli_core.xml	obj	R_PGL	optimal	0.8638133095040015
./e_coli_core.xml	obj	R_PGM	optimal	-5.388153929160873e-17
./e_coli_core.xml	obj	R_PIt2r	optimal	2.4576895990577376e-16
./e_coli_core.xml	obj	R_PPC	optimal	0.870744806216023
./e_coli_core.xml	obj	R_PPCK	optimal	0.8739215069684281
./e_coli_core.xml	obj	R_PPS	optimal	0.8739215069684281
./e_coli_core.xml	obj	R_PTAr	optimal	0.8739215069684314
./e_coli_core.xml	obj	R_PYK	optimal	0.8649260179498687
./e_coli_core.xml	obj	R_PYRt2	optimal	0.8739215069684303
./e_coli_core.xml	obj	R_RPE	optimal	0.8657155608952746
./e_coli_core.xml	obj	R_RPI	optimal	0.0
./e_coli_core.xml	obj	R_SUCCt2_2	optimal	0.8739215069684402
./e_coli_core.xml	obj	R_SUCCt3	optimal	0.8739215069684305
./e_coli_core.xml	obj	R_SUCDi	optimal	0.8142975075325304
./e_coli_core.xml	obj	R_SUCOAS	optimal	0.8583074080226888
./e_coli_core.xml	obj	R_TALA	optimal	0.8647591548314766
./e_coli_core.xml	obj	R_THD2	optimal	0.8739215069684305
./e_coli_core.xml	obj	R_TKT1	optimal	0.8647591548314766
./e_coli_core.xml	obj	R_TKT2	optimal	0.8666740848328234
./e_coli_core.xml	obj	R_TPI	optimal	0.7040369478590249
