model	objective	gene	status	value
./e_coli_core.xml	obj	G_b0008	optimal	0.8739215069684315
./e_coli_core.xml	obj	G_b0114	optimal	0.7966959254309554
./e_coli_core.xml	obj	G_b0115	optimal	0.7966959254309554
./e_coli_core.xml	obj	G_b0116	optimal	0.782351052947739
./e_coli_core.xml	obj	G_b0118	optimal	0.8739215069684373
./e_coli_core.xml	obj	G_b0351	optimal	0.8739215069684303
./e_coli_core.xml	obj	G_b0356	optimal	0.8739215069684302
./e_coli_core.xml	obj	G_b0451	optimal	0.8739215069684304
./e_coli_core.xml	obj	G_b0474	optimal	0.8739215069684373
./e_coli_core.xml	obj	G_b0485	optimal	0.8739215069684324
./e_coli_core.xml	obj	G_b0720	optimal	-4.780923010378927e-15
./e_coli_core.xml	obj	G_b0721	optimal	0.8142975075325319
./e_coli_core.xml	obj	G_b0722	optimal	0.8142975075325319
./e_coli_core.xml	obj	G_b0723	optimal	0.8142975075325319
./e_coli_core.xml	obj	G_b0724	optimal	0.8142975075325319
./e_coli_core.xml	obj	G_b0726	optimal	0.8583074080226886
./e_coli_core.xml	obj	G_b0727	optimal	0.8583074080226886
./e_coli_core.xml	obj	G_b0728	optimal	0.8583074080226908
./e_coli_core.xml	obj	G_b0729	optimal	0.8583074080226908
./e_coli_core.xml	obj	G_b0733	optimal	0.8739215069684344
./e_coli_core.xml	obj	G_b0734	optimal	0.8739215069684344
./e_coli_core.xml	obj	G_b0755	optimal	0.8739215069684316
./e_coli_core.xml	obj	G_b0767	optimal	0.8638133095040008
./e_coli_core.xml	obj	G_b0809	optimal	0.8739215069684322
./e_coli_core.xml	obj	G_b0810	optimal	0.8739215069684322
./e_coli_core.xml	obj	G_b0811	optimal	0.8739215069684322
./e_coli_core.xml	obj	G_b0875	optimal	0.8739215069684303
./e_coli_core.xml	obj	G_b0902	optimal	0.8739215069684303
./e_coli_core.xml	obj	G_b0903	optimal	0.8739215069684303
./e_coli_core.xml	obj	G_b0904	optimal	0.8739215069684313
./e_coli_core.xml	obj	G_b0978	optimal	0.8739215069684344
./e_coli_core.xml	obj	G_b0979	optimal	0.8739215069684344
./e_coli_core.xml	obj	G_b1101	optimal	0.8739215069684322
./e_coli_core.xml	obj	G_b1136	optimal	-8.963203226719073e-16
./e_coli_core.xml	obj	G_b1241	optimal	0.8739215069684303
