model	objective	reaction	status	value
e_coli_core.xml	obj	R_ACALD	optimal	0.873922
e_coli_core.xml	obj	R_ACALDt	optimal	0.873922
e_coli_core.xml	obj	R_ACKr	optimal	0.873922
e_coli_core.xml	obj	R_ACONTa	optimal	0.0
e_coli_core.xml	obj	R_ACONTb	optimal	0.0
e_coli_core.xml	obj	R_ACt2r	optimal	0.873922
e_coli_core.xml	obj	R_ADK1	optimal	0.873922
e_coli_core.xml	obj	R_AKGDH	optimal	0.858307
e_coli_core.xml	obj	R_AKGt2r	optimal	0.873922
e_coli_core.xml	obj	R_ALCD2x	optimal	0.873922
e_coli_core.xml	obj	R_ATPM	optimal	0.916647
e_coli_core.xml	obj	R_ATPS4r	optimal	0.37423
e_coli_core.xml	obj	R_BIOMASS_Ecoli_core_w_GAM	optimal	0.0
e_coli_core.xml	obj	R_CO2t	optimal	0.46167
e_coli_core.xml	obj	R_CS	optimal	0.0
e_coli_core.xml	obj	R_CYTBD	optimal	0.211663
e_coli_core.xml	obj	R_D_LACt2	optimal	0.873922
e_coli_core.xml	obj	R_ENO	optimal	0.0
e_coli_core.xml	obj	R_ETOHt2r	optimal	0.873922
e_coli_core.xml	obj	R_EX_ac_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_acald_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_akg_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_co2_e	optimal	0.46167
e_coli_core.xml	obj	R_EX_etoh_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_for_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_fru_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_fum_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_glc__D_e	infeasible	
e_coli_core.xml	obj	R_EX_gln__L_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_glu__L_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_h2o_e	optimal	0.383515
e_coli_core.xml	obj	R_EX_h_e	optimal	0.0
e_coli_core.xml	obj	R_EX_lac__D_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_mal__L_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_nh4_e	optimal	0.0
e_coli_core.xml	obj	R_EX_o2_e	optimal	0.211663
e_coli_core.xml	obj	R_EX_pi_e	optimal	0.0
e_coli_core.xml	obj	R_EX_pyr_e	optimal	0.873922
e_coli_core.xml	obj	R_EX_succ_e	optimal	0.873922
e_coli_core.xml	obj	R_FBA	optimal	0.704037
e_coli_core.xml	obj	R_FBP	optimal	0.873922
e_coli_core.xml	obj	R_FORt	optimal	0.873922
e_coli_core.xml	obj	R_FORt2	optimal	0.873922
e_coli_core.xml	obj	R_FRD7	optimal	0.873922
e_coli_core.xml	obj	R_FRUpts2	optimal	0.873922
e_coli_core.xml	obj	R_FUM	optimal	0.814298
e_coli_core.xml	obj	R_FUMt2_2	optimal	0.873922
e_coli_core.xml	obj	R_G6PDH2r	optimal	0.863813
e_coli_core.xml	obj	R_GAPD	optimal	0.0
e_coli_core.xml	obj	R_GLCpts	infeasible	
e_coli_core.xml	obj	R_GLNS	optimal	0.0
e_coli_core.xml	obj	R_GLNabc	optimal	0.873922
e_coli_core.xml	obj	R_GLUDy	optimal	0.851389
e_coli_core.xml	obj	R_GLUN	optimal	0.873922
e_coli_core.xml	obj	R_GLUSy	optimal	0.873922
e_coli_core.xml	obj	R_GLUt2r	optimal	0.873922
e_coli_core.xml	obj	R_GND	optimal	0.863813
e_coli_core.xml	obj	R_H2Ot	optimal	0.383515
e_coli_core.xml	obj	R_ICDHyr	optimal	0.0
e_coli_core.xml	obj	R_ICL	optimal	0.873922
e_coli_core.xml	obj	R_LDH_D	optimal	0.873922
e_coli_core.xml	obj	R_MALS	optimal	0.873922
e_coli_core.xml	obj	R_MALt2_2	optimal	0.873922
e_coli_core.xml	obj	R_MDH	optimal	0.825819
e_coli_core.xml	obj	R_ME1	optimal	0.873922
e_coli_core.xml	obj	R_ME2	optimal	0.873922
e_coli_core.xml	obj	R_NADH16	optimal	0.211663
e_coli_core.xml	obj	R_NADTRHD	optimal	0.873922
e_coli_core.xml	obj	R_NH4t	optimal	0.0
e_coli_core.xml	obj	R_O2t	optimal	0.211663
e_coli_core.xml	obj	R_PDH	optimal	0.796696
e_coli_core.xml	obj	R_PFK	optimal	0.704037
e_coli_core.xml	obj	R_PFL	optimal	0.873922
e_coli_core.xml	obj	R_PGI	optimal	0.86316
e_coli_core.xml	obj	R_PGK	optimal	0.0
e_coli_core.xml	obj	R_PGL	optimal	0.863813
e_coli_core.xml	obj	R_PGM	optimal	0.0
e_coli_core.xml	obj	R_PIt2r	optimal	0.0
e_coli_core.xml	obj	R_PPC	optimal	0.870745
e_coli_core.xml	obj	R_PPCK	optimal	0.873922
e_coli_core.xml	obj	R_PPS	optimal	0.873922
e_coli_core.xml	obj	R_PTAr	optimal	0.873922
e_coli_core.xml	obj	R_PYK	optimal	0.864926
e_coli_core.xml	obj	R_PYRt2	optimal	0.873922
e_coli_core.xml	obj	R_RPE	optimal	0.865716
e_coli_core.xml	obj	R_RPI	optimal	0.0
e_coli_core.xml	obj	R_SUCCt2_2	optimal	0.873922
e_coli_core.xml	obj	R_SUCCt3	optimal	0.873922
e_coli_core.xml	obj	R_SUCDi	optimal	0.814298
e_coli_core.xml	obj	R_SUCOAS	optimal	0.858307
e_coli_core.xml	obj	R_TALA	optimal	0.864759
e_coli_core.xml	obj	R_THD2	optimal	0.873922
e_coli_core.xml	obj	R_TKT1	optimal	0.864759
e_coli_core.xml	obj	R_TKT2	optimal	0.866674
e_coli_core.xml	obj	R_TPI	optimal	0.704037
