model	objective	reaction	status	value
iJR904.xml.gz	obj	R_12PPDt	optimal	0.921948
iJR904.xml.gz	obj	R_2DGLCNRx	optimal	0.921948
iJR904.xml.gz	obj	R_2DGLCNRy	optimal	0.921948
iJR904.xml.gz	obj	R_2DGULRx	optimal	0.921948
iJR904.xml.gz	obj	R_2DGULRy	optimal	0.921948
iJR904.xml.gz	obj	R_3HCINNMH	optimal	0.921948
iJR904.xml.gz	obj	R_3HPPPNH	optimal	0.921948
iJR904.xml.gz	obj	R_4HTHRS	optimal	0.921948
iJR904.xml.gz	obj	R_5DGLCNR	optimal	0.921948
iJR904.xml.gz	obj	R_A5PISO	optimal	0.0
iJR904.xml.gz	obj	R_AACPS1	optimal	0.921948
iJR904.xml.gz	obj	R_AACPS2	optimal	0.921948
iJR904.xml.gz	obj	R_AACPS3	optimal	0.921948
iJR904.xml.gz	obj	R_AACPS4	optimal	0.921948
iJR904.xml.gz	obj	R_AACPS5	optimal	0.921948
iJR904.xml.gz	obj	R_AADDGT	optimal	0.921948
iJR904.xml.gz	obj	R_AB6PGH	optimal	0.921948
iJR904.xml.gz	obj	R_ABTA	optimal	0.921948
iJR904.xml.gz	obj	R_ABUTD	optimal	0.921948
iJR904.xml.gz	obj	R_ABUTt2r	optimal	0.921948
iJR904.xml.gz	obj	R_ACACCT	optimal	0.921948
iJR904.xml.gz	obj	R_ACACT1r	optimal	0.921948
iJR904.xml.gz	obj	R_ACACt2	optimal	0.921948
iJR904.xml.gz	obj	R_ACALD	optimal	0.921948
iJR904.xml.gz	obj	R_ACALDt	optimal	0.921948
iJR904.xml.gz	obj	R_ACBIPGT	optimal	0.921948
iJR904.xml.gz	obj	R_ACCOAC	optimal	0.0
iJR904.xml.gz	obj	R_ACCOAL	optimal	0.921948
iJR904.xml.gz	obj	R_ACGAMT	optimal	0.921948
iJR904.xml.gz	obj	R_ACGApts	optimal	0.921948
iJR904.xml.gz	obj	R_ACGK	optimal	0.0
iJR904.xml.gz	obj	R_ACGS	optimal	0.0
iJR904.xml.gz	obj	R_ACHBS	optimal	0.0
iJR904.xml.gz	obj	R_ACKr	optimal	0.918965
iJR904.xml.gz	obj	R_ACLS	optimal	0.0
iJR904.xml.gz	obj	R_ACMAMUT	optimal	0.921948
iJR904.xml.gz	obj	R_ACMANApts	optimal	0.921948
iJR904.xml.gz	obj	R_ACNAMt2	optimal	0.921948
iJR904.xml.gz	obj	R_ACNML	optimal	0.921948
