model	objective	reaction	status	value
e_coli_core.xml	obj	ACALD	optimal	0.873922
e_coli_core.xml	obj	ACALDt	optimal	0.873922
e_coli_core.xml	obj	ACKr	optimal	0.873922
e_coli_core.xml	obj	ACONTa	optimal	0.0
e_coli_core.xml	obj	ACONTb	optimal	0.0
e_coli_core.xml	obj	ACt2r	optimal	0.873922
e_coli_core.xml	obj	ADK1	optimal	0.873922
e_coli_core.xml	obj	AKGDH	optimal	0.858307
e_coli_core.xml	obj	AKGt2r	optimal	0.873922
e_coli_core.xml	obj	ALCD2x	optimal	0.873922
e_coli_core.xml	obj	ATPM	optimal	0.916647
e_coli_core.xml	obj	ATPS4r	optimal	0.37423
e_coli_core.xml	obj	BIOMASS_Ecoli_core_w_GAM	optimal	0.0
e_coli_core.xml	obj	CO2t	optimal	0.46167
e_coli_core.xml	obj	CS	optimal	0.0
e_coli_core.xml	obj	CYTBD	optimal	0.211663
e_coli_core.xml	obj	D_LACt2	optimal	0.873922
e_coli_core.xml	obj	ENO	optimal	0.0
e_coli_core.xml	obj	ETOHt2r	optimal	0.873922
e_coli_core.xml	obj	EX_ac_e	optimal	0.873922
e_coli_core.xml	obj	EX_acald_e	optimal	0.873922
e_coli_core.xml	obj	EX_akg_e	optimal	0.873922
e_coli_core.xml	obj	EX_co2_e	optimal	0.46167
e_coli_core.xml	obj	EX_etoh_e	optimal	0.873922
e_coli_core.xml	obj	EX_for_e	optimal	0.873922
e_coli_core.xml	obj	EX_fru_e	optimal	0.873922
e_coli_core.xml	obj	EX_fum_e	optimal	0.873922
e_coli_core.xml	obj	EX_glc__D_e	infeasible	
e_coli_core.xml	obj	EX_gln__L_e	optimal	0.873922
e_coli_core.xml	obj	EX_glu__L_e	optimal	0.873922
e_coli_core.xml	obj	EX_h2o_e	optimal	0.383515
e_coli_core.xml	obj	EX_h_e	optimal	0.0
e_coli_core.xml	obj	EX_lac__D_e	optimal	0.873922
e_coli_core.xml	obj	EX_mal__L_e	optimal	0.873922
e_coli_core.xml	obj	EX_nh4_e	optimal	0.0
e_coli_core.xml	obj	EX_o2_e	optimal	0.211663
e_coli_core.xml	obj	EX_pi_e	optimal	0.0
e_coli_core.xml	obj	EX_pyr_e	optimal	0.873922
e_coli_core.xml	obj	EX_succ_e	optimal	0.873922
e_coli_core.xml	obj	FBA	optimal	0.704037
e_coli_core.xml	obj	FBP	optimal	0.873922
e_coli_core.xml	obj	FORt	optimal	0.873922
e_coli_core.xml	obj	FORt2	optimal	0.873922
e_coli_core.xml	obj	FRD7	optimal	0.873922
e_coli_core.xml	obj	FRUpts2	optimal	0.873922
e_coli_core.xml	obj	FUM	optimal	0.814298
e_coli_core.xml	obj	FUMt2_2	optimal	0.873922
e_coli_core.xml	obj	G6PDH2r	optimal	0.863813
e_coli_core.xml	obj	GAPD	optimal	0.0
e_coli_core.xml	obj	GLCpts	infeasible	
e_coli_core.xml	obj	GLNS	optimal	0.0
e_coli_core.xml	obj	GLNabc	optimal	0.873922
e_coli_core.xml	obj	GLUDy	optimal	0.851389
e_coli_core.xml	obj	GLUN	optimal	0.873922
e_coli_core.xml	obj	GLUSy	optimal	0.873922
e_coli_core.xml	obj	GLUt2r	optimal	0.873922
e_coli_core.xml	obj	GND	optimal	0.863813
e_coli_core.xml	obj	H2Ot	optimal	0.383515
e_coli_core.xml	obj	ICDHyr	optimal	0.0
e_coli_core.xml	obj	ICL	optimal	0.873922
e_coli_core.xml	obj	LDH_D	optimal	0.873922
e_coli_core.xml	obj	MALS	optimal	0.873922
e_coli_core.xml	obj	MALt2_2	optimal	0.873922
e_coli_core.xml	obj	MDH	optimal	0.825819
e_coli_core.xml	obj	ME1	optimal	0.873922
e_coli_core.xml	obj	ME2	optimal	0.873922
e_coli_core.xml	obj	NADH16	optimal	0.211663
e_coli_core.xml	obj	NADTRHD	optimal	0.873922
e_coli_core.xml	obj	NH4t	optimal	0.0
e_coli_core.xml	obj	O2t	optimal	0.211663
e_coli_core.xml	obj	PDH	optimal	0.796696
e_coli_core.xml	obj	PFK	optimal	0.704037
e_coli_core.xml	obj	PFL	optimal	0.873922
e_coli_core.xml	obj	PGI	optimal	0.86316
e_coli_core.xml	obj	PGK	optimal	0.0
e_coli_core.xml	obj	PGL	optimal	0.863813
e_coli_core.xml	obj	PGM	optimal	0.0
e_coli_core.xml	obj	PIt2r	optimal	0.0
e_coli_core.xml	obj	PPC	optimal	0.870745
e_coli_core.xml	obj	PPCK	optimal	0.873922
e_coli_core.xml	obj	PPS	optimal	0.873922
e_coli_core.xml	obj	PTAr	optimal	0.873922
e_coli_core.xml	obj	PYK	optimal	0.864926
e_coli_core.xml	obj	PYRt2	optimal	0.873922
e_coli_core.xml	obj	RPE	optimal	0.865716
e_coli_core.xml	obj	RPI	optimal	0.0
e_coli_core.xml	obj	SUCCt2_2	optimal	0.873922
e_coli_core.xml	obj	SUCCt3	optimal	0.873922
e_coli_core.xml	obj	SUCDi	optimal	0.814298
e_coli_core.xml	obj	SUCOAS	optimal	0.858307
e_coli_core.xml	obj	TALA	optimal	0.864759
e_coli_core.xml	obj	THD2	optimal	0.873922
e_coli_core.xml	obj	TKT1	optimal	0.864759
e_coli_core.xml	obj	TKT2	optimal	0.866674
e_coli_core.xml	obj	TPI	optimal	0.704037
